node_id,zero_rate,observations,avg_speed,traffic_regime,cusum_flags,ewma_flags,persistence_error,cusum_flag_rate,ewma_flag_rate,topology,road_type,density
196,0.055476766497038456,23974,30.928047878588046,congested,1057,2396,2.1245535507381677,0.044089430216067406,0.09994160340368732,5.431635,interstate,7
197,0.05760407107700009,23974,38.33100190550345,congested,1145,3479,3.059009048824056,0.04776007341286394,0.14511554183699008,4.704124,interstate,4
198,0.055852173187619925,23974,58.88260067785074,free_flow,937,3307,2.5301608654084253,0.03908400767498123,0.1379411028614332,6.6575766,interstate,6
199,0.1163760740802536,23974,51.113859591276785,free_flow,1339,4125,2.6341122525593206,0.055852173187619925,0.17206139984983732,3.7428408,arterial,3
200,0.05489280053391174,23974,60.255231014154226,free_flow,641,1399,2.840051027502016,0.026737298740301993,0.05835488445816301,1.2631499,arterial,0
201,0.09393509635438392,23974,59.09575378286795,free_flow,799,2507,2.322354094581299,0.033327771752732126,0.10457161925419205,2.793582,arterial,7
202,0.09372653708183866,23974,56.735622172035576,free_flow,1106,2247,2.5722019621786036,0.04613331108701093,0.09372653708183866,1.4869692,arterial,9
203,0.05789605405856344,23974,62.94294674058273,free_flow,697,1542,2.108783821362031,0.029073162592808878,0.06431967965295737,1.0,arterial,0
204,0.054225410861766916,23974,55.32254060615932,free_flow,923,1686,2.3982830275126092,0.03850004171185451,0.07032618670226078,3.5866013,arterial,4
205,0.06590473012430133,23974,59.674935412834806,free_flow,944,2309,3.184886586791776,0.03937599065654459,0.09631267206139985,3.7802742,arterial,6
206,0.054851088679402686,23974,52.13959641794484,free_flow,1074,3868,2.971174360848591,0.04479853174272128,0.1613414532410111,7.1020103,interstate,6
